run_id,condition,app,rep,overall_precision,overall_recall,overall_f1,num_turns,tool_calls,duration_s,model_s,tool_s,other_s,input_tokens,cache_creation_tokens,cache_read_tokens,effective_input_tokens,output_tokens,effective_tokens
official_faulty_baseline,baseline,WebTestBench_0010,5,0.75,0.375,0.5,120,119,297.8,231.9,36.2,29.7,239,132931,7870601,"=IF(COUNT(N66,O66,P66)=0,"""",N66+O66*2+P66*0.1)",18119,"=IF(COUNT(Q66,R66)=0,"""",Q66+R66*3)"
official_faulty_baseline,baseline,WebTestBench_0010,6,0.6,0.375,0.4615,95,94,268.7,225.0,30.3,13.4,159,103071,3816448,"=IF(COUNT(N67,O67,P67)=0,"""",N67+O67*2+P67*0.1)",18469,"=IF(COUNT(Q67,R67)=0,"""",Q67+R67*3)"
official_faulty_baseline,baseline,WebTestBench_0010,7,0.6,0.375,0.4615,128,127,315.8,257.3,44.3,14.2,227,137224,7426482,"=IF(COUNT(N68,O68,P68)=0,"""",N68+O68*2+P68*0.1)",20189,"=IF(COUNT(Q68,R68)=0,"""",Q68+R68*3)"
official_faulty_baseline,baseline,WebTestBench_0010,8,0.5,0.375,0.4286,101,100,265.1,221.5,32.6,11.0,173,111550,4610433,"=IF(COUNT(N69,O69,P69)=0,"""",N69+O69*2+P69*0.1)",18195,"=IF(COUNT(Q69,R69)=0,"""",Q69+R69*3)"
official_faulty_baseline,baseline,WebTestBench_0010,9,0.6,0.375,0.4615,102,101,280.1,219.7,32.7,27.7,187,114004,5151476,"=IF(COUNT(N70,O70,P70)=0,"""",N70+O70*2+P70*0.1)",18601,"=IF(COUNT(Q70,R70)=0,"""",Q70+R70*3)"
official_faulty_baseline,baseline,WebTestBench_0010,10,0.75,0.375,0.5,110,109,331.7,269.2,36.0,26.5,205,115830,5934500,"=IF(COUNT(N71,O71,P71)=0,"""",N71+O71*2+P71*0.1)",18743,"=IF(COUNT(Q71,R71)=0,"""",Q71+R71*3)"
official_faulty_baseline,baseline,WebTestBench_0010,avg,"=IFERROR(AVERAGE(E62:E71),"""")","=IFERROR(AVERAGE(F62:F71),"""")","=IFERROR(AVERAGE(G62:G71),"""")","=IFERROR(AVERAGE(H62:H71),"""")","=IFERROR(AVERAGE(I62:I71),"""")","=IFERROR(AVERAGE(J62:J71),"""")","=IFERROR(AVERAGE(K62:K71),"""")","=IFERROR(AVERAGE(L62:L71),"""")","=IFERROR(AVERAGE(M62:M71),"""")","=IFERROR(AVERAGE(N62:N71),"""")","=IFERROR(AVERAGE(O62:O71),"""")","=IFERROR(AVERAGE(P62:P71),"""")","=IFERROR(AVERAGE(Q62:Q71),"""")","=IFERROR(AVERAGE(R62:R71),"""")","=IFERROR(AVERAGE(S62:S71),"""")"
official_faulty_baseline,baseline,WebTestBench_0010,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E62:E71),COUNT(E62:E71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F62:F71),COUNT(F62:F71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G62:G71),COUNT(G62:G71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H62:H71),COUNT(H62:H71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I62:I71),COUNT(I62:I71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J62:J71),COUNT(J62:J71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K62:K71),COUNT(K62:K71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L62:L71),COUNT(L62:L71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M62:M71),COUNT(M62:M71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N62:N71),COUNT(N62:N71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O62:O71),COUNT(O62:O71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P62:P71),COUNT(P62:P71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q62:Q71),COUNT(Q62:Q71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R62:R71),COUNT(R62:R71)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S62:S71),COUNT(S62:S71)),0)"
official_faulty_baseline,baseline,WebTestBench_0019,1,0.75,0.6,0.6667,145,144,355.4,262.8,45.2,47.4,287,165921,11946553,"=IF(COUNT(N74,O74,P74)=0,"""",N74+O74*2+P74*0.1)",21593,"=IF(COUNT(Q74,R74)=0,"""",Q74+R74*3)"
official_faulty_baseline,baseline,WebTestBench_0019,2,0.6,0.6,0.6,120,119,528.9,442.9,42.7,43.3,233,172840,9797244,"=IF(COUNT(N75,O75,P75)=0,"""",N75+O75*2+P75*0.1)",19366,"=IF(COUNT(Q75,R75)=0,"""",Q75+R75*3)"
official_faulty_baseline,baseline,WebTestBench_0019,3,0.75,0.6,0.6667,135,134,345.4,261.4,46.3,37.7,269,164236,11370402,"=IF(COUNT(N76,O76,P76)=0,"""",N76+O76*2+P76*0.1)",18978,"=IF(COUNT(Q76,R76)=0,"""",Q76+R76*3)"
official_faulty_baseline,baseline,WebTestBench_0019,4,0.6,0.6,0.6,138,136,385.9,228.9,42.4,114.6,267,192320,10238768,"=IF(COUNT(N77,O77,P77)=0,"""",N77+O77*2+P77*0.1)",19148,"=IF(COUNT(Q77,R77)=0,"""",Q77+R77*3)"
official_faulty_baseline,baseline,WebTestBench_0019,5,0.6667,0.4,0.5,155,153,440.5,279.9,47.7,112.9,301,198983,12810221,"=IF(COUNT(N78,O78,P78)=0,"""",N78+O78*2+P78*0.1)",21072,"=IF(COUNT(Q78,R78)=0,"""",Q78+R78*3)"
official_faulty_baseline,baseline,WebTestBench_0019,6,0.5,0.4,0.4444,120,119,315.4,234.9,41.1,39.4,233,150345,9720359,"=IF(COUNT(N79,O79,P79)=0,"""",N79+O79*2+P79*0.1)",18172,"=IF(COUNT(Q79,R79)=0,"""",Q79+R79*3)"
official_faulty_baseline,baseline,WebTestBench_0019,7,0.75,0.6,0.6667,111,110,262.3,196.6,33.6,32.1,215,160507,7602749,"=IF(COUNT(N80,O80,P80)=0,"""",N80+O80*2+P80*0.1)",15430,"=IF(COUNT(Q80,R80)=0,"""",Q80+R80*3)"
official_faulty_baseline,baseline,WebTestBench_0019,8,0.5,0.6,0.5455,119,118,307.0,228.9,39.3,38.8,227,146934,7629055,"=IF(COUNT(N81,O81,P81)=0,"""",N81+O81*2+P81*0.1)",19225,"=IF(COUNT(Q81,R81)=0,"""",Q81+R81*3)"
official_faulty_baseline,baseline,WebTestBench_0019,9,0.4,0.4,0.4,103,102,409.6,345.7,29.7,34.2,197,127469,6187914,"=IF(COUNT(N82,O82,P82)=0,"""",N82+O82*2+P82*0.1)",16936,"=IF(COUNT(Q82,R82)=0,"""",Q82+R82*3)"
official_faulty_baseline,baseline,WebTestBench_0019,10,0.75,0.6,0.6667,91,90,272.6,211.1,26.7,34.8,169,126077,4543716,"=IF(COUNT(N83,O83,P83)=0,"""",N83+O83*2+P83*0.1)",14176,"=IF(COUNT(Q83,R83)=0,"""",Q83+R83*3)"
official_faulty_baseline,baseline,WebTestBench_0019,avg,"=IFERROR(AVERAGE(E74:E83),"""")","=IFERROR(AVERAGE(F74:F83),"""")","=IFERROR(AVERAGE(G74:G83),"""")","=IFERROR(AVERAGE(H74:H83),"""")","=IFERROR(AVERAGE(I74:I83),"""")","=IFERROR(AVERAGE(J74:J83),"""")","=IFERROR(AVERAGE(K74:K83),"""")","=IFERROR(AVERAGE(L74:L83),"""")","=IFERROR(AVERAGE(M74:M83),"""")","=IFERROR(AVERAGE(N74:N83),"""")","=IFERROR(AVERAGE(O74:O83),"""")","=IFERROR(AVERAGE(P74:P83),"""")","=IFERROR(AVERAGE(Q74:Q83),"""")","=IFERROR(AVERAGE(R74:R83),"""")","=IFERROR(AVERAGE(S74:S83),"""")"
official_faulty_baseline,baseline,WebTestBench_0019,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E74:E83),COUNT(E74:E83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F74:F83),COUNT(F74:F83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G74:G83),COUNT(G74:G83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H74:H83),COUNT(H74:H83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I74:I83),COUNT(I74:I83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J74:J83),COUNT(J74:J83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K74:K83),COUNT(K74:K83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L74:L83),COUNT(L74:L83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M74:M83),COUNT(M74:M83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N74:N83),COUNT(N74:N83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O74:O83),COUNT(O74:O83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P74:P83),COUNT(P74:P83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q74:Q83),COUNT(Q74:Q83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R74:R83),COUNT(R74:R83)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S74:S83),COUNT(S74:S83)),0)"
official_faulty_baseline,baseline,WebTestBench_0023,1,0.4,0.4,0.4,192,190,519.5,336.7,70.2,112.6,367,248699,13724731,"=IF(COUNT(N86,O86,P86)=0,"""",N86+O86*2+P86*0.1)",26488,"=IF(COUNT(Q86,R86)=0,"""",Q86+R86*3)"
official_faulty_baseline,baseline,WebTestBench_0023,2,0.5,0.4,0.4444,190,188,570.8,389.0,74.7,107.1,353,222073,12714233,"=IF(COUNT(N87,O87,P87)=0,"""",N87+O87*2+P87*0.1)",30252,"=IF(COUNT(Q87,R87)=0,"""",Q87+R87*3)"
official_faulty_baseline,baseline,WebTestBench_0023,3,0.5,0.6,0.5455,241,239,829.1,581.1,100.8,147.2,447,332405,18749510,"=IF(COUNT(N88,O88,P88)=0,"""",N88+O88*2+P88*0.1)",45270,"=IF(COUNT(Q88,R88)=0,"""",Q88+R88*3)"
official_faulty_baseline,baseline,WebTestBench_0023,4,0.5714,0.8,0.6667,224,222,703.3,488.9,90.9,123.5,417,318217,15760808,"=IF(COUNT(N89,O89,P89)=0,"""",N89+O89*2+P89*0.1)",38543,"=IF(COUNT(Q89,R89)=0,"""",Q89+R89*3)"
official_faulty_baseline,baseline,WebTestBench_0023,5,0.4286,0.6,0.5,173,171,643.5,421.0,74.0,148.5,323,309604,12564684,"=IF(COUNT(N90,O90,P90)=0,"""",N90+O90*2+P90*0.1)",32952,"=IF(COUNT(Q90,R90)=0,"""",Q90+R90*3)"
official_faulty_baseline,baseline,WebTestBench_0023,6,0.5,0.2,0.2857,180,178,775.2,574.9,68.4,131.9,331,231087,11391468,"=IF(COUNT(N91,O91,P91)=0,"""",N91+O91*2+P91*0.1)",32170,"=IF(COUNT(Q91,R91)=0,"""",Q91+R91*3)"
official_faulty_baseline,baseline,WebTestBench_0023,7,0.4286,0.6,0.5,180,178,620.5,417.6,69.9,133.0,335,258022,12346220,"=IF(COUNT(N92,O92,P92)=0,"""",N92+O92*2+P92*0.1)",33226,"=IF(COUNT(Q92,R92)=0,"""",Q92+R92*3)"
official_faulty_baseline,baseline,WebTestBench_0023,8,0.4286,0.6,0.5,236,234,1073.1,857.8,92.3,123.0,443,334094,16808456,"=IF(COUNT(N93,O93,P93)=0,"""",N93+O93*2+P93*0.1)",44446,"=IF(COUNT(Q93,R93)=0,"""",Q93+R93*3)"
official_faulty_baseline,baseline,WebTestBench_0023,9,0.8,0.8,0.8,303,300,1260.0,931.9,110.3,217.8,531,421084,20140129,"=IF(COUNT(N94,O94,P94)=0,"""",N94+O94*2+P94*0.1)",42448,"=IF(COUNT(Q94,R94)=0,"""",Q94+R94*3)"
official_faulty_baseline,baseline,WebTestBench_0023,10,0.4,0.4,0.4,206,204,587.8,389.1,84.3,114.4,397,277099,14707850,"=IF(COUNT(N95,O95,P95)=0,"""",N95+O95*2+P95*0.1)",30258,"=IF(COUNT(Q95,R95)=0,"""",Q95+R95*3)"
official_faulty_baseline,baseline,WebTestBench_0023,avg,"=IFERROR(AVERAGE(E86:E95),"""")","=IFERROR(AVERAGE(F86:F95),"""")","=IFERROR(AVERAGE(G86:G95),"""")","=IFERROR(AVERAGE(H86:H95),"""")","=IFERROR(AVERAGE(I86:I95),"""")","=IFERROR(AVERAGE(J86:J95),"""")","=IFERROR(AVERAGE(K86:K95),"""")","=IFERROR(AVERAGE(L86:L95),"""")","=IFERROR(AVERAGE(M86:M95),"""")","=IFERROR(AVERAGE(N86:N95),"""")","=IFERROR(AVERAGE(O86:O95),"""")","=IFERROR(AVERAGE(P86:P95),"""")","=IFERROR(AVERAGE(Q86:Q95),"""")","=IFERROR(AVERAGE(R86:R95),"""")","=IFERROR(AVERAGE(S86:S95),"""")"
official_faulty_baseline,baseline,WebTestBench_0023,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E86:E95),COUNT(E86:E95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F86:F95),COUNT(F86:F95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G86:G95),COUNT(G86:G95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H86:H95),COUNT(H86:H95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I86:I95),COUNT(I86:I95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J86:J95),COUNT(J86:J95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K86:K95),COUNT(K86:K95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L86:L95),COUNT(L86:L95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M86:M95),COUNT(M86:M95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N86:N95),COUNT(N86:N95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O86:O95),COUNT(O86:O95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P86:P95),COUNT(P86:P95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q86:Q95),COUNT(Q86:Q95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R86:R95),COUNT(R86:R95)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S86:S95),COUNT(S86:S95)),0)"
official_faulty_baseline,baseline,WebTestBench_0045,1,1.0,0.3333,0.5,127,126,311.4,243.0,39.9,28.5,211,137003,7370097,"=IF(COUNT(N98,O98,P98)=0,"""",N98+O98*2+P98*0.1)",19998,"=IF(COUNT(Q98,R98)=0,"""",Q98+R98*3)"
official_faulty_baseline,baseline,WebTestBench_0045,2,1.0,1.0,1.0,116,115,365.6,297.1,39.4,29.1,195,124938,6052300,"=IF(COUNT(N99,O99,P99)=0,"""",N99+O99*2+P99*0.1)",26463,"=IF(COUNT(Q99,R99)=0,"""",Q99+R99*3)"
official_faulty_baseline,baseline,WebTestBench_0045,3,1.0,0.3333,0.5,105,104,260.3,210.1,34.6,15.6,159,114618,4056019,"=IF(COUNT(N100,O100,P100)=0,"""",N100+O100*2+P100*0.1)",18158,"=IF(COUNT(Q100,R100)=0,"""",Q100+R100*3)"
official_faulty_baseline,baseline,WebTestBench_0045,4,1.0,0.3333,0.5,90,89,250.3,196.2,33.3,20.8,147,100787,3555126,"=IF(COUNT(N101,O101,P101)=0,"""",N101+O101*2+P101*0.1)",17347,"=IF(COUNT(Q101,R101)=0,"""",Q101+R101*3)"
official_faulty_baseline,baseline,WebTestBench_0045,5,1.0,0.3333,0.5,87,86,449.3,398.1,30.4,20.8,131,88306,2637951,"=IF(COUNT(N102,O102,P102)=0,"""",N102+O102*2+P102*0.1)",21309,"=IF(COUNT(Q102,R102)=0,"""",Q102+R102*3)"
official_faulty_baseline,baseline,WebTestBench_0045,6,1.0,0.3333,0.5,79,78,203.7,163.9,24.1,15.7,117,91871,2572255,"=IF(COUNT(N103,O103,P103)=0,"""",N103+O103*2+P103*0.1)",14605,"=IF(COUNT(Q103,R103)=0,"""",Q103+R103*3)"
official_faulty_baseline,baseline,WebTestBench_0045,7,1.0,0.3333,0.5,98,97,290.8,242.3,31.2,17.3,143,112560,3589073,"=IF(COUNT(N104,O104,P104)=0,"""",N104+O104*2+P104*0.1)",21868,"=IF(COUNT(Q104,R104)=0,"""",Q104+R104*3)"
official_faulty_baseline,baseline,WebTestBench_0045,8,1.0,1.0,1.0,114,113,366.7,308.1,39.5,19.1,187,124586,5237951,"=IF(COUNT(N105,O105,P105)=0,"""",N105+O105*2+P105*0.1)",26454,"=IF(COUNT(Q105,R105)=0,"""",Q105+R105*3)"
official_faulty_baseline,baseline,WebTestBench_0045,9,1.0,0.6667,0.8,112,111,412.7,344.6,48.3,19.8,169,113062,4804238,"=IF(COUNT(N106,O106,P106)=0,"""",N106+O106*2+P106*0.1)",23367,"=IF(COUNT(Q106,R106)=0,"""",Q106+R106*3)"
official_faulty_baseline,baseline,WebTestBench_0045,10,1.0,0.3333,0.5,109,108,431.3,356.4,42.5,32.4,181,125168,5526887,"=IF(COUNT(N107,O107,P107)=0,"""",N107+O107*2+P107*0.1)",28801,"=IF(COUNT(Q107,R107)=0,"""",Q107+R107*3)"
official_faulty_baseline,baseline,WebTestBench_0045,avg,"=IFERROR(AVERAGE(E98:E107),"""")","=IFERROR(AVERAGE(F98:F107),"""")","=IFERROR(AVERAGE(G98:G107),"""")","=IFERROR(AVERAGE(H98:H107),"""")","=IFERROR(AVERAGE(I98:I107),"""")","=IFERROR(AVERAGE(J98:J107),"""")","=IFERROR(AVERAGE(K98:K107),"""")","=IFERROR(AVERAGE(L98:L107),"""")","=IFERROR(AVERAGE(M98:M107),"""")","=IFERROR(AVERAGE(N98:N107),"""")","=IFERROR(AVERAGE(O98:O107),"""")","=IFERROR(AVERAGE(P98:P107),"""")","=IFERROR(AVERAGE(Q98:Q107),"""")","=IFERROR(AVERAGE(R98:R107),"""")","=IFERROR(AVERAGE(S98:S107),"""")"
official_faulty_baseline,baseline,WebTestBench_0045,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E98:E107),COUNT(E98:E107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F98:F107),COUNT(F98:F107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G98:G107),COUNT(G98:G107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H98:H107),COUNT(H98:H107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I98:I107),COUNT(I98:I107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J98:J107),COUNT(J98:J107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K98:K107),COUNT(K98:K107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L98:L107),COUNT(L98:L107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M98:M107),COUNT(M98:M107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N98:N107),COUNT(N98:N107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O98:O107),COUNT(O98:O107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P98:P107),COUNT(P98:P107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q98:Q107),COUNT(Q98:Q107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R98:R107),COUNT(R98:R107)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S98:S107),COUNT(S98:S107)),0)"
official_faulty_baseline,baseline,WebTestBench_0054,1,0.0,0.0,0.0,95,93,391.7,221.5,34.6,135.6,159,229293,4530007,"=IF(COUNT(N110,O110,P110)=0,"""",N110+O110*2+P110*0.1)",21022,"=IF(COUNT(Q110,R110)=0,"""",Q110+R110*3)"
official_faulty_baseline,baseline,WebTestBench_0054,2,0.0,0.0,0.0,143,141,759.0,516.4,52.7,189.9,245,238025,8406991,"=IF(COUNT(N111,O111,P111)=0,"""",N111+O111*2+P111*0.1)",28437,"=IF(COUNT(Q111,R111)=0,"""",Q111+R111*3)"
official_faulty_baseline,baseline,WebTestBench_0054,3,0.0,0.0,0.0,136,135,539.3,434.1,62.0,43.2,233,175424,10223670,"=IF(COUNT(N112,O112,P112)=0,"""",N112+O112*2+P112*0.1)",38760,"=IF(COUNT(Q112,R112)=0,"""",Q112+R112*3)"
official_faulty_baseline,baseline,WebTestBench_0054,4,0.0,0.0,0.0,106,105,352.3,280.3,39.3,32.7,183,164870,7431422,"=IF(COUNT(N113,O113,P113)=0,"""",N113+O113*2+P113*0.1)",25384,"=IF(COUNT(Q113,R113)=0,"""",Q113+R113*3)"
official_faulty_baseline,baseline,WebTestBench_0054,5,0.0,0.0,0.0,108,107,409.4,336.8,45.8,26.8,183,148664,6314257,"=IF(COUNT(N114,O114,P114)=0,"""",N114+O114*2+P114*0.1)",29734,"=IF(COUNT(Q114,R114)=0,"""",Q114+R114*3)"
official_faulty_baseline,baseline,WebTestBench_0054,6,0.0,0.0,0.0,133,131,614.8,430.2,58.1,126.5,233,162256,9534354,"=IF(COUNT(N115,O115,P115)=0,"""",N115+O115*2+P115*0.1)",38063,"=IF(COUNT(Q115,R115)=0,"""",Q115+R115*3)"
official_faulty_baseline,baseline,WebTestBench_0054,7,0.0,0.0,0.0,108,107,338.4,263.6,44.0,30.8,189,158504,8138303,"=IF(COUNT(N116,O116,P116)=0,"""",N116+O116*2+P116*0.1)",23634,"=IF(COUNT(Q116,R116)=0,"""",Q116+R116*3)"
official_faulty_baseline,baseline,WebTestBench_0054,8,0.0,0.0,0.0,118,117,430.6,349.9,47.5,33.2,205,166760,8297822,"=IF(COUNT(N117,O117,P117)=0,"""",N117+O117*2+P117*0.1)",31094,"=IF(COUNT(Q117,R117)=0,"""",Q117+R117*3)"
official_faulty_baseline,baseline,WebTestBench_0054,9,0.0,0.0,0.0,112,111,401.1,308.2,54.2,38.7,193,146012,7150522,"=IF(COUNT(N118,O118,P118)=0,"""",N118+O118*2+P118*0.1)",28551,"=IF(COUNT(Q118,R118)=0,"""",Q118+R118*3)"
official_faulty_baseline,baseline,WebTestBench_0054,10,0.0,0.0,0.0,81,80,324.5,259.7,40.1,24.7,129,150279,4893097,"=IF(COUNT(N119,O119,P119)=0,"""",N119+O119*2+P119*0.1)",17926,"=IF(COUNT(Q119,R119)=0,"""",Q119+R119*3)"
official_faulty_baseline,baseline,WebTestBench_0054,avg,"=IFERROR(AVERAGE(E110:E119),"""")","=IFERROR(AVERAGE(F110:F119),"""")","=IFERROR(AVERAGE(G110:G119),"""")","=IFERROR(AVERAGE(H110:H119),"""")","=IFERROR(AVERAGE(I110:I119),"""")","=IFERROR(AVERAGE(J110:J119),"""")","=IFERROR(AVERAGE(K110:K119),"""")","=IFERROR(AVERAGE(L110:L119),"""")","=IFERROR(AVERAGE(M110:M119),"""")","=IFERROR(AVERAGE(N110:N119),"""")","=IFERROR(AVERAGE(O110:O119),"""")","=IFERROR(AVERAGE(P110:P119),"""")","=IFERROR(AVERAGE(Q110:Q119),"""")","=IFERROR(AVERAGE(R110:R119),"""")","=IFERROR(AVERAGE(S110:S119),"""")"
official_faulty_baseline,baseline,WebTestBench_0054,± 95% CI,"=IFERROR(CONFIDENCE.T(0.05,STDEV(E110:E119),COUNT(E110:E119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(F110:F119),COUNT(F110:F119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(G110:G119),COUNT(G110:G119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(H110:H119),COUNT(H110:H119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(I110:I119),COUNT(I110:I119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(J110:J119),COUNT(J110:J119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(K110:K119),COUNT(K110:K119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(L110:L119),COUNT(L110:L119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(M110:M119),COUNT(M110:M119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(N110:N119),COUNT(N110:N119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(O110:O119),COUNT(O110:O119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(P110:P119),COUNT(P110:P119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(Q110:Q119),COUNT(Q110:Q119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(R110:R119),COUNT(R110:R119)),0)","=IFERROR(CONFIDENCE.T(0.05,STDEV(S110:S119),COUNT(S110:S119)),0)"
official_faulty_baseline,baseline,WebTestBench_0063,1,0.0,0.0,0.0,88,87,416.6,319.1,65.6,31.9,155,107145,4333675,"=IF(COUNT(N122,O122,P122)=0,"""",N122+O122*2+P122*0.1)",28289,"=IF(COUNT(Q122,R122)=0,"""",Q122+R122*3)"
official_faulty_baseline,baseline,WebTestBench_0063,2,0.0,0.0,0.0,42,41,135.1,89.0,32.0,14.1,65,65116,1024223,"=IF(COUNT(N123,O123,P123)=0,"""",N123+O123*2+P123*0.1)",8387,"=IF(COUNT(Q123,R123)=0,"""",Q123+R123*3)"
official_faulty_baseline,baseline,WebTestBench_0063,3,0.0,0.0,0.0,84,83,397.9,294.2,70.0,33.7,147,100848,3801947,"=IF(COUNT(N124,O124,P124)=0,"""",N124+O124*2+P124*0.1)",26145,"=IF(COUNT(Q124,R124)=0,"""",Q124+R124*3)"
official_faulty_baseline,baseline,WebTestBench_0063,4,0.0,0.0,0.0,100,99,466.8,337.9,84.1,44.8,183,136582,6607426,"=IF(COUNT(N125,O125,P125)=0,"""",N125+O125*2+P125*0.1)",30463,"=IF(COUNT(Q125,R125)=0,"""",Q125+R125*3)"
official_faulty_baseline,baseline,WebTestBench_0063,5,0.0,0.0,0.0,77,76,424.7,342.7,63.4,18.6,137,121999,4230748,"=IF(COUNT(N126,O126,P126)=0,"""",N126+O126*2+P126*0.1)",18875,"=IF(COUNT(Q126,R126)=0,"""",Q126+R126*3)"
official_faulty_baseline,baseline,WebTestBench_0063,6,0.0,0.0,0.0,89,88,361.9,266.9,75.6,19.4,159,117587,4711346,"=IF(COUNT(N127,O127,P127)=0,"""",N127+O127*2+P127*0.1)",21512,"=IF(COUNT(Q127,R127)=0,"""",Q127+R127*3)"
official_faulty_baseline,baseline,WebTestBench_0063,7,0.0,0.0,0.0,63,62,221.5,159.7,46.6,15.2,105,86979,2129882,"=IF(COUNT(N128,O128,P128)=0,"""",N128+O128*2+P128*0.1)",14075,"=IF(COUNT(Q128,R128)=0,"""",Q128+R128*3)"
official_faulty_baseline,baseline,WebTestBench_0063,8,0.0,0.0,0.0,46,45,205.2,155.9,42.1,7.2,73,80460,1362221,"=IF(COUNT(N129,O129,P129)=0,"""",N129+O129*2+P129*0.1)",9611,"=IF(COUNT(Q129,R129)=0,"""",Q129+R129*3)"
official_faulty_baseline,baseline,WebTestBench_0063,9,0.0,0.0,0.0,83,82,413.9,322.0,73.0,18.9,145,98008,3462389,"=IF(COUNT(N130,O130,P130)=0,"""",N130+O130*2+P130*0.1)",21722,"=IF(COUNT(Q130,R130)=0,"""",Q130+R130*3)"
official_faulty_baseline,baseline,WebTestBench_0063,10,0.0,0.0,0.0,95,94,575.5,437.7,93.9,43.9,173,129111,5515248,"=IF(COUNT(N131,O131,P131)=0,"""",N131+O131*2+P131*0.1)",31800,"=IF(COUNT(Q131,R131)=0,"""",Q131+R131*3)"
